X,Y,Event_ID,Month,Event_Date,Event_Name,Day,Type,Time,Image_url,Address,Lat,Long,Telephone,Email,Website,FID,CreationDate,Creator,EditDate,Editor
-8.189096,53.627591,14,April,April 5th,Roscommon Easter Parade,Sunday,Seasonal,1970-01-01T00:00:00.000Z,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQH7h9DQ90Bwts37M4cVeitpHP4i-shJNJUkov5Xn3AJiUWCnlJ,Roscommon ,53.627591,-8.189096,,,,14,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T10:16:11.881Z,
-8.103532,53.775867,15,April,April 5th,Strokestown Easter Parade,Sunday,Seasonal,1970-01-01T00:00:00.000Z,http://visitroscommon.com/portals/0/Images/WhatsOn/March/eastereggs%20images.jpg,Strokestown,53.775867,-8.103532,,,,15,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T10:20:49.627Z,
-8.097953,53.77706,16,April,April 5th,Family Fun Day and Easter Egg Hunt,Sunday,Seasonal,1970-01-01T00:00:00.000Z,http://visitroscommon.com/portals/0/Images/WhatsOn/March/eastereggs%20images.jpg,"Strokestown Park, Strokestown",53.77706,-8.097953,071 9633013,,http://www.strokestownpark.ie,16,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T10:47:33.097Z,
-8.097953,53.77706,17,April,April 8th,Lecture: From Roscommon to the American Civil War by Damien Shiels (€5.00pp),Wednesday,History,2015-03-27T20:00:00.000Z,http://visitroscommon.com/portals/0/Images/Culture/Strokestown%20House%20front_thumb.jpg,"Strokestown Park, Strokestown",53.77706,-8.097953,071 9633013,,http://www.strokestownpark.ie,17,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T10:47:27.753Z,
-8.183929,53.631049,18,April,April 9th,Paper Princess (Children),Thursday,Theatre,2015-03-27T20:00:00.000Z,http://visitroscommon.com/portals/0/Images/Home/Culture%20%20and%20H/Roscommon%20Arts%20Centre%201.jpg,"The Arts Centre, Roscommon",53.631049,-8.183929,090 6625824,,http://www.roscommoncoco.ie/en/Services/Arts/,18,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T14:47:46.245Z,
-8.097953,53.77706,19,May,May 15th,Woodlands Walk Annual Schools Competition,Friday,Competition,1970-01-01T00:00:00.000Z,,"Strokestown Park, Strokestown",53.77706,-8.097953,071 9633013,,http://www.strokestownpark.ie,19,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T10:47:24.747Z,
-8.222488,53.643429,20,May,May 18th,National Hunt and Flat Racing,Monday,Sport,1970-01-01T00:00:00.000Z,http://visitroscommon.com/Portals/0/YAG/1252/20120628-182221_zoom.jpg,Roscommon Race Track,53.643429,-8.222488,087 2203288,roscommonracecourse@eircom.net,http://www.roscommonracecourse.ie,20,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T10:47:47.584Z,
-8.097953,53.77706,21,May,May 1st-3rd,Strokestown Poetry Festival,Friday-Sunday,Literature,1970-01-01T00:00:00.000Z,http://visitroscommon.com/Portals/0/YAG/757/20120925-121013_zoom.jpg,"Strokestown Park, Strokestown",53.77706,-8.097953,071 9633013,,http://www.strokestownpark.ie,21,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T10:47:21.653Z,
-8.301113,53.973003,22,May,May 22nd - 23rd,"Paths of Freedom, The Great War Roadshow",Friday-Saturday,History,1970-01-01T00:00:00.000Z,http://www.turtlebunbury.com/images/general/greatwar_roadshow.jpg,"King House, Boyle",53.973003,-8.301113,090 6637271,rfarrell@roscommoncoco.e,,22,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T10:19:05.509Z,
-8.253495,53.778672,23,May,May 25th,"The Táin March Festival, Recreation of the March.",Monday,Festival,1970-01-01T00:00:00.000Z,http://visitroscommon.com/Portals/0/YAG/1199/20120628-160002_zoom.jpg,"Depart Rathcroghan Mound Carpark, Rathcroghan Cruachan Visitor Centre.",53.778672,-8.253495,071 9639268,,http://www.tainmarch.ie,23,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-02T10:20:49.030Z,
-8.256747,53.567627,24,May,May 29th -June 1st,Athleague Fair and Festival,Friday- Monday,Festival,1970-01-01T00:00:00.000Z,http://visitroscommon.com/Portals/0/YAG/1135/20120704-102635_zoom.JPG,Athleague,53.567627,-8.256747,087 6892384,,,24,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T10:23:33.513Z,
-8.301113,53.973003,25,May,May 2nd,Boyle Farmers Market 10 year Anniversary Celebrations,Saturday,Food,1970-01-01T00:00:00.000Z,http://visitroscommon.com/Portals/0/YAG/1078/20120925-104636_zoom.jpg,"The Grounds of King House, Boyle",53.973003,-8.301113,071 9663033,info@unabhan.ie,http://www.unabhan.ie,25,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T10:46:01.356Z,
-8.301113,53.973003,26,May,May 30th,Una Bhan Tourism 25 Year Anniversary Celebrations,Saturday,Festival,1970-01-01T00:00:00.000Z,http://visitroscommon.com/Portals/0/YAG/1745/20120925-113408_zoom.jpg,"The Grounds of King House, Boyle",53.973003,-8.301113,071 9663033,,,26,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T10:18:51.715Z,
-8.189096,53.627591,27,May,May 3rd,Vintage Club Annual Charity Run,Sunday,Charity,1970-01-01T00:00:00.000Z,http://visitroscommon.com/portals/0/Images/WhatsOn/May/South%20Roscommon%20vintage.jpg,South Roscommon ( Starting from Roscommon),53.627591,-8.189096,087 7565147,,,27,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T10:16:06.965Z,
-8.189096,53.627591,28,May,April 29th- May 4th,"Roscommon Lamb Festival 2015: Heritage walk, Tours of Carrowroe House, Roscommon Lamb BBQ Brazilian Stlye, Sheep Dog Trails, Carers Mini Marathon.",Wednesday-Monday,Festival,1970-01-01T00:00:00.000Z,http://roscommonartscentre.ie/wp-content/uploads/2015/02/Roscommon-Lamb-Festival.jpg,Rocommon Town and Surrounding Areas,53.627591,-8.189096,086 8171698,,http://www.roscommonlambfestival.com,28,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T10:49:16.117Z,
-8.183929,53.631049,29,June,June 12th-13th,Bookworms: Childrens Literary Event,Friday-Saturday,Literature,1970-01-01T00:00:00.000Z,http://visitroscommon.com/Portals/0/YAG/1698/20120728-161556_zoom.jpg,"The Arts Centre, Roscommon",53.631049,-8.183929,090 6625824,,http://www.roscommoncoco.ie/en/Services/Arts/,29,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T14:47:56.752Z,
-8.301113,53.973003,30,June,June 14th,Exploring the life and work of Margaret Cousins ,Sunday,History,1970-01-01T00:00:00.000Z,http://www.greatirishpeople.com/portraits/large/margaret-cousins.jpg,"The Grounds of King House, Boyle",53.973003,-8.301113,071 9663033,info@unabhan.ie,http://www.unabhan.ie,30,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T10:45:54.865Z,
-8.097953,53.77706,31,June,June 17th-21st,Inaugural Irish Famine Summer School,Wednesday-Sunday,History,1970-01-01T00:00:00.000Z,http://www.shannonside.ie/wp-content/uploads/2015/03/Irish-Famine-Summer-School.png,"Strokestown Park, Strokestown",53.77706,-8.097953,071 9633013,,http://www.strokestownpark.ie,31,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T10:47:18.349Z,
-7.989163,53.410258,32,June,June 21st,Drum Heritage Annual Open Air Mass,Sunday,Religion,1970-01-01T00:00:00.000Z,http://visitroscommon.com/portals/0/Images/WhatsOn/June/DRUM%20MASS.jpg,Drum Monastic Site,53.410258,-7.989163,,,,32,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T10:24:06.064Z,
-8.253495,53.778672,33,June,June 25th,The Celebration of the Midsummer Solstice Open Day at Rathcroghan Visitor Centre,Thursday,Seasonal,1970-01-01T00:00:00.000Z,http://visitroscommon.com/Portals/0/YAG/729/20131204-155012_zoom.jpg,"Rathcroghan Visitor Centre, Tulsk, Castlrea",53.778672,-8.253495,071 9639268,,http://www.rathcroghan.ie,33,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-02T10:20:45.082Z,
-8.097953,53.77706,34,June,June 7th,Izzy Bs Away with the Fairies Day,Sunday,Charity,1970-01-01T00:00:00.000Z,,"Strokestown Park, Strokestown",53.77706,-8.097953,071 9633013,,http://www.strokestownpark.ie,34,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T10:47:15.488Z,
-8.222488,53.643429,35,June,June 8th- 9th,National Hunt and Flat Racing,Monday-Tuesday,Sport,1970-01-01T00:00:00.000Z,http://visitroscommon.com/Portals/0/YAG/1252/20120628-182221_zoom.jpg,Roscommon Race Track,53.643429,-8.222488,087 2203288,roscommonracecourse@eircom.net,http://www.roscommonracecourse.ie,35,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-02T10:23:22.034Z,
-8.256747,53.567627,36,June,May 29th- June 1st,Athleague Fair and Festival,Friday- Monday,Festival,1970-01-01T00:00:00.000Z,http://visitroscommon.com/Portals/0/YAG/1135/20120628-161954_zoom.JPG,Athleague,53.567627,-8.256747,087 6892384,,,36,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T10:23:40.455Z,
-8.579211,53.901697,37,July,July 12th-20th,Lakes and Legends Solas Festival ,Sunday-Monday,Festival,1970-01-01T00:00:00.000Z,,Ballaghadereen,53.901697,-8.579211,094 9862565,,,37,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T10:20:37.398Z,
-8.579211,53.901697,38,July,July 17th,Douglas Hyde Conference,Wednesday,History,1970-01-01T00:00:00.000Z,http://visitroscommon.com/portals/0/Images/Culture/dhydeedited.jpg,Ballaghadereen,53.901697,-8.579211,090 6637325,,,38,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T10:26:28.423Z,
-8.297276,53.972208,39,July,July 23rd- Aug 1st,Boyle Arts Festival,Thursday-Saturday,Festival,1970-01-01T00:00:00.000Z,http://www.visitroscommon.com/Portals/0/Images/WhatsOn/July/Boyle%20Arts.jpg,Boyle,53.972208,-8.297276,071 9663033,,http://www.boylearts.com,39,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T10:45:48.143Z,
-8.090643,53.451713,40,July,23rd-27th,Brideswell Pattern Festival,Thursday-Monday,Festival,1970-01-01T00:00:00.000Z,,Brideswell,53.451713,-8.090643,086 0876933,brideswellps@gmail.com ,http://www.brideswellpatternfestival.com,40,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T10:48:11.736Z,
-8.319027,53.633331,41,July,July 26th,Donamon Castle Family Day,Friday,Festival,1970-01-01T00:00:00.000Z,http://visitroscommon.com/portals/0/Images/WhatsOn/July/25975_DonamonCastle_thumb.jpg,"Donamon Castle, Roscommon",53.633331,-8.319027,090 6662222,,,41,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T10:22:39.701Z,
-8.137756,54.051142,42,July,July 27th-Aug 1st,OCarolan Harp- Summer School,Monday-Saturday,Music,1970-01-01T00:00:00.000Z,http://visitroscommon.com/portals/0/Images/WhatsOn/July/harpers-park%20(2).jpg,"Keadue, Roscommon",54.051142,-8.137756,071 9647204,enquiries@ocarolanfestival.ie,,42,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T10:18:15.126Z,
-8.222488,53.643429,43,July,July 6th-7th,National Hunt and Flat Racing,Monday-Tuesday,Sport,1970-01-01T00:00:00.000Z,http://visitroscommon.com/Portals/0/YAG/1252/20120628-182221_zoom.jpg,Roscommon Race Track,53.643429,-8.222488,087 2203288,roscommonracecourse@eircom.net,http://www.roscommonracecourse.ie,43,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-02T10:21:59.010Z,
-8.291147,53.616454,44,July,July 8th-10th,Percy French Festival,Wednesday- Friday,Festival,1970-01-01T00:00:00.000Z,http://visitroscommon.com/portals/0/Images/WhatsOn/July/percy-french-house_thumb.jpg,Castlecoote House,53.616454,-8.291147,090 6663794,,http://www.percyfrench.ie,44,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T10:47:51.976Z,
-8.180877,53.626824,45,August,August 15th,Roscommon Agricultural Show,Saturday,Competition,1970-01-01T00:00:00.000Z,http://visitroscommon.com/portals/0/Images/WhatsOn/August/elphin%20show.jpg,"Hannons Field, Athlone Road, Roscommon",53.626824,-8.180877,090 66 3764,roscommonshow@hotmail.com  ,http://www.roscommonagriculturalshow.com,45,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T10:49:40.469Z,
-8.222488,53.643429,46,August,Aug 17th,National Hunt and Flat Racing,Monday,Sport,1970-01-01T00:00:00.000Z,http://visitroscommon.com/Portals/0/YAG/1252/20120628-182221_zoom.jpg,Roscommon Race Track,53.643429,-8.222488,087 2203288,roscommonracecourse@eircom.net,http://www.roscommonracecourse.ie,46,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-02T10:21:54.978Z,
-8.561583,53.822548,47,August,August 1st-3rd,Loughglynn Music Festival,Saturday-Monday,"Music, Festival",1970-01-01T00:00:00.000Z,,Loughglynn,53.822548,-8.561583,087 9077663,fionnualacreighton@eircom.net ,,47,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T10:20:43.746Z,
-8.103532,53.775867,48,August,August 22nd-30th,National Heritage Week,Saturday- Sunday,History,1970-01-01T00:00:00.000Z,http://visitroscommon.com/portals/0/Images/WhatsOn/August/national%20heritage%20week.jpg,Strokestown,53.775867,-8.103532,071 9633759,,http://www.heritageweek.ie,48,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T10:47:07.757Z,
-8.222488,53.643429,49,August,Aug 31st,National Hunt and Flat Racing,Monday,Sport,1970-01-01T00:00:00.000Z,http://visitroscommon.com/Portals/0/YAG/1252/20120628-182221_zoom.jpg,Roscommon Race Track,53.643429,-8.222488,087 2203288,roscommonracecourse@eircom.net,http://www.roscommonracecourse.ie,49,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-02T10:21:48.126Z,
-8.222488,53.643429,50,August,Aug 4th,National Hunt and Flat Racing,Tuesday,Sport,1970-01-01T00:00:00.000Z,http://visitroscommon.com/Portals/0/YAG/1252/20120628-182221_zoom.jpg,Roscommon Race Track,53.643429,-8.222488,087 2203288,roscommonracecourse@eircom.net,http://www.roscommonracecourse.ie,50,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-02T10:21:43.773Z,
-8.297276,53.972208,51,August,July 23rd- Aug 1st,Boyle Arts Festival,Thursday-Saturday,Festival,1970-01-01T00:00:00.000Z,http://www.visitroscommon.com/Portals/0/Images/WhatsOn/July/Boyle%20Arts.jpg,Boyle,53.972208,-8.297276,071 9663033,,http://www.boylearts.com,51,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T10:45:43.959Z,
-8.137756,54.051142,52,August,July 27th- Aug 1st,OCarolan Harp- Summer School,Monday-Saturday,Music,1970-01-01T00:00:00.000Z,http://visitroscommon.com/portals/0/Images/WhatsOn/July/harpers-park%20(2).jpg,"Keadue, Roscommon",54.051142,-8.137756,071 9647204,enquiries@ocarolanfestival.ie,,52,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T10:17:56.300Z,
-8.097953,53.77706,53,September,Sept 12th-13th,Strokestown Agricultural Show,Saturday- Sunday,Competition,1970-01-01T00:00:00.000Z,http://visitroscommon.com/portals/0/Images/WhatsOn/August/elphin%20show.jpg,The Grounds of Strokestown Park House.,53.77706,-8.097953,087 9130931,,http://www.strokestownshow.com,53,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T10:47:04.729Z,
-8.270058,53.470086,54,September,Sept 26th - 27th,Ballyforan Fair,Saturday- Sunday,Festival,1970-01-01T00:00:00.000Z,http://visitroscommon.com/Portals/0/YAG/1429/20120704-221926_zoom.jpg,Ballyforan,53.470086,-8.270058,087 6776731,dermota.kelly@gmail.com ,,54,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T10:23:50.122Z,
-8.222488,53.643429,55,September,Sept 28th,National Hunt and Flat Racing,Monday,Sport,1970-01-01T00:00:00.000Z,http://visitroscommon.com/Portals/0/YAG/1252/20120628-182221_zoom.jpg,Roscommon Race Track,53.643429,-8.222488,087 2203288,roscommonracecourse@eircom.net,http://www.roscommonracecourse.ie,55,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-02T10:21:39.494Z,
-8.097953,53.77706,56,October,Oct 15th,"""Schools Sculptures Competition Announcement of Winner and Presentation of Prizes”",Thursday,Competition,1970-01-01T00:00:00.000Z,,"Strokestown Park, Strokestown",53.77706,-8.097953,071 9633013,,http://www.strokestownpark.ie,56,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T10:47:01.123Z,
-8.021013,53.398985,57,October,24th-Nov 1st,Spooktastic Halloween Event,Saturday- Sunday,Seasonal,1970-01-01T00:00:00.000Z,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSGuLeSh229U4Qj3GJB06q2ojT2G6yMX_OAOCWBXdhqnJJNOsk2CQ,"Glendeer Pet Farm, Drum, Athlone",53.398985,-8.021013,090 6437147,,,57,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T09:48:54.005Z,RoscomCoCoGIS
-8.253495,53.778672,58,October,Oct 26th-30th,Halloween Week - Trip down into the Pagen Otherworld through Oweynagat Cave,Monday- Friday,Seasonal,1970-01-01T00:00:00.000Z,http://www.enjoy-irish-culture.com/images/rathcroghan-oweynagat-cave-600-wm-p.jpg,Rathcroghan Visitor Centre,53.778672,-8.253495,071 9639268,,http://www.rathcroghan.ie,58,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-02T10:20:41.014Z,
-8.253495,53.778672,59,October,Oct 31st,Rathcroghans Haunted Exhibition,Saturday,Seasonal,1970-01-01T00:00:00.000Z,http://visitroscommon.com/portals/0/Calender%202014/rathcroghan%20-%20samhai.jpg,Rathcroghan Visitor Centre,53.778672,-8.253495,071 9639268,,http://www.rathcroghan.ie,59,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-02T10:20:31.921Z,
-8.253495,53.778672,60,October,Oct 8th,Rathcroghan Lecture Series 2015,Thursday,History,1970-01-01T00:00:00.000Z,http://visitroscommon.com/portals/0/Rathcroghan%20Visitor%20Centre.jpg,Rathcroghan Visitor Centre,53.778672,-8.253495,071 9639268,,http://www.rathcroghan.ie,60,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-02T10:20:23.547Z,
-8.103532,53.775867,61,October,Oct 9th-11th, Feile Strokestown,Friday- Sunday,Festival,1970-01-01T00:00:00.000Z,http://visitroscommon.com/portals/0/Images/WhatsOn/March/cgmed.jpg,Strokestown,53.775867,-8.103532,,,,61,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T10:27:19.240Z,
-8.297276,53.972208,62,November,Nov 18th-22nd,Boyle Musical Society Annual Show,Wednesday-Sunday,Music,1970-01-01T00:00:00.000Z,http://www.boylemusicalsociety.com/Past%20Shows%20Folder/Banner5.gif,"St. Josephs Hall, Boyle",53.972208,-8.297276,,boylemusicalsociety@gmail.com ,,62,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T10:19:18.820Z,
-8.253495,53.778672,63,November,Nov 21st,Goddess Festival 2015,Saturday,Festival,1970-01-01T00:00:00.000Z,http://visitroscommon.com/portals/0/Calender%202014/rathcroghan%20-%20samhai.jpg,Rathcroghan Visitor Centre,53.778672,-8.253495,071 9639268,,http://www.rathcroghan.ie,63,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-02T10:20:04.829Z,
-8.021013,53.398985,64,November,28th - Dec 23rd,Irelands Lapland at Glendeer Pet Farm,Saturday- Wednesday,Seasonal,1970-01-01T00:00:00.000Z,http://visitroscommon.com/portals/0/Calender%202014/christmas%20fair.jpg,"Glendeer Pet Farm, Drum, Athlone",53.398985,-8.021013,090 6437147,,,64,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T09:48:54.005Z,RoscomCoCoGIS
-8.239096,53.939442,65,November,Nov 28th - Dec 23rd,Tullyboy Christmas Experience,Saturday- Wednesday,Seasonal,1970-01-01T00:00:00.000Z,http://visitroscommon.com/portals/0/Calender%202014/christmas%20fair.jpg,Tullyboy Farm,53.939442,-8.239096,087 6325293,,,65,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T10:20:13.779Z,
-8.121913,54.073691,66,November,Nov 29th -Dec 22nd,Santa Underground at Arigna Mining Experience,Sunday- Tuesday,Seasonal,1970-01-01T00:00:00.000Z,http://visitroscommon.com/portals/0/Calender%202014/christmas%20fair.jpg,"Derreenavoggy, Arigna, Carrick-On-Shannon",54.073691,-8.121913,071 96 46466,,http://www.arignaminingexperience.ie,66,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T10:38:51.538Z,
-8.021013,53.398985,67,November,Oct 24th-1st,Spooktastic Halloween Event,Saturday- Sunday,Seasonal,1970-01-01T00:00:00.000Z,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSGuLeSh229U4Qj3GJB06q2ojT2G6yMX_OAOCWBXdhqnJJNOsk2CQ,"Glendeer Pet Farm, Drum, Athlone",53.398985,-8.021013,090 6437147,,,67,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T09:48:54.005Z,RoscomCoCoGIS
-8.253495,53.778672,68,December,Dec 3rd,Rathcroghan Cookery Course,Thursday,Food,1970-01-01T00:00:00.000Z,http://visitroscommon.com/Portals/0/YAG/1045/20120810-161801_zoom.jpg,Rathcroghan Cafè,53.778672,-8.253495,071 9639268,,,68,2015-04-01T09:48:54.005Z,RoscomCoCoGIS,2015-04-01T10:21:02.681Z,
